sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
,Demand,C_EDU-MPM,0.068,0.073306,0.076404,0.079325,0.083287,0.086605,0.089221,0.091367,0.093252,0.094988
,Demand,C_EDU-MPS,0.007,0.007546,0.007865,0.008166,0.008574,0.008915,0.009185,0.009405,0.009599,0.009778
,Demand,C_EDU-RF,0.002,0.002156,0.002247,0.002333,0.00245,0.002547,0.002624,0.002687,0.002743,0.002794
,Demand,C_EDU-SC,0.354,0.381625,0.397749,0.412956,0.433581,0.450853,0.464474,0.475644,0.485457,0.494497
,Demand,C_HLTH-OTH,0.16,0.172486,0.179774,0.186647,0.195969,0.203775,0.209932,0.21498,0.219416,0.223502
,Demand,C_HLTH-LT,0.05,0.053902,0.056179,0.058327,0.06124,0.06368,0.065604,0.067181,0.068567,0.069844
,Demand,C_HLTH-SH,1.98,2.134511,2.224698,2.309755,2.425112,2.52172,2.597905,2.660379,2.715267,2.765832
,Demand,C_HLTH-WH,0.473,0.509911,0.531456,0.551775,0.579332,0.602411,0.620611,0.635535,0.648647,0.660727
,Demand,C_HLTH-PH,0.242,0.260885,0.271908,0.282303,0.296403,0.30821,0.317522,0.325157,0.331866,0.338046
,Demand,C_HLTH-MPM,0.008,0.008624,0.008989,0.009332,0.009798,0.010189,0.010497,0.010749,0.010971,0.011175
,Demand,C_HLTH-MPS,0.045,0.048512,0.050561,0.052494,0.055116,0.057312,0.059043,0.060463,0.061711,0.06286
,Demand,C_HLTH-RF,0.088,0.094867,0.098875,0.102656,0.107783,0.112076,0.115462,0.118239,0.120679,0.122926
,Demand,C_HLTH-SC,0.547,0.589686,0.614601,0.638099,0.669968,0.696657,0.717704,0.734963,0.750127,0.764096
,Demand,C_OFFC-OTH,1.616,1.741116,1.857421,2.008046,2.211047,2.478239,2.763934,3.076413,3.424222,3.811351
,Demand,C_OFFC-LT,0.399,0.429892,0.458608,0.495799,0.545921,0.611892,0.682432,0.759585,0.845461,0.941045
,Demand,C_OFFC-SH,5.881,6.336325,6.759586,7.307748,8.046514,9.01889,10.0586,11.19578,12.46154,13.87039
,Demand,C_OFFC-WH,0.585,0.630292,0.672395,0.726923,0.80041,0.897135,1.000558,1.113677,1.239585,1.379728
,Demand,C_OFFC-MPM,0.211,0.227336,0.242522,0.262189,0.288695,0.323582,0.360885,0.401685,0.447098,0.497645
,Demand,C_OFFC-MPS,0.488,0.525782,0.560904,0.60639,0.667692,0.748379,0.834653,0.929016,1.034047,1.150952
,Demand,C_OFFC-SC,4.427,4.769752,5.088367,5.501003,6.057119,6.789088,7.571742,8.427773,9.380587,10.44112
,Demand,C_WSR-OTH,0.508,0.566666,0.633306,0.724938,0.844099,0.999256,1.17706,1.383738,1.626705,1.912334
,Demand,C_WSR-CK,1.104,1.154318,1.192641,1.245005,1.337019,1.476278,1.638253,1.821645,2.025567,2.252317
,Demand,C_WSR-LT,0.304,0.317856,0.328408,0.342827,0.368165,0.406511,0.451113,0.501612,0.557765,0.620203
,Demand,C_WSR-SH,4.451,4.653868,4.808375,5.019491,5.390464,5.951913,6.60495,7.344332,8.166486,9.080672
,Demand,C_WSR-WH,2.071,2.165392,2.237283,2.335512,2.508122,2.769358,3.073209,3.417235,3.799773,4.225134
,Demand,C_WSR-MPM,0.04,0.041823,0.043212,0.045109,0.048443,0.053488,0.059357,0.066002,0.07339,0.081606
,Demand,C_WSR-MPS,0.954,0.997481,1.030598,1.075847,1.155359,1.275696,1.415664,1.574139,1.750354,1.946295
,Demand,C_WSR-RF,7.314,7.647357,7.901248,8.248159,8.857751,9.780339,10.85343,12.0684,13.41938,14.9216
,Demand,C_WSR-SC,0.949,0.992254,1.025196,1.070208,1.149304,1.26901,1.408245,1.565889,1.741181,1.936095
,Demand,C_OTH-OTH,0.237,0.251576,0.264154,0.280664,0.305222,0.339559,0.37776,0.420258,0.467537,0.520135
,Demand,C_OTH-LT,0.102,0.108273,0.113687,0.120792,0.131361,0.146139,0.16258,0.18087,0.201218,0.223856
,Demand,C_OTH-SH,2.296,2.437204,2.559064,2.719006,2.95692,3.289571,3.65965,4.071359,4.529388,5.038944
,Demand,C_OTH-WH,2.435,2.584753,2.71399,2.883615,3.135932,3.488722,3.881205,4.317839,4.803598,5.344002
,Demand,C_OTH-MPM,0.114,0.121011,0.127062,0.135003,0.146816,0.163332,0.181707,0.202149,0.224891,0.250191
,Demand,C_OTH-MPS,0.245,0.260068,0.273071,0.290138,0.315525,0.351021,0.390511,0.434444,0.483319,0.537692
,Demand,C_OTH-SC,1.011,1.073177,1.126835,1.197263,1.302023,1.4485,1.611457,1.792746,1.99443,2.218803


sheetname: Dem_COM
range: P5:AC46
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=SI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,C_EDU-OTH,0.022,0.023717,0.024719,0.025664,0.026946,0.028019,0.028866,0.02956,0.03017,0.030731
,Demand,C_EDU-LT,0.02,0.021561,0.022472,0.023331,0.024496,0.025472,0.026241,0.026873,0.027427,0.027938
,Demand,C_EDU-SH,0.332,0.357908,0.37303,0.387292,0.406635,0.422834,0.435608,0.446084,0.455287,0.463766
,Demand,C_EDU-WH,0.026,0.028029,0.029213,0.03033,0.031845,0.033113,0.034114,0.034934,0.035655,0.036319
,Demand,C_EDU-MPM,0.018,0.019405,0.020225,0.020998,0.022046,0.022925,0.023617,0.024185,0.024684,0.025144
,Demand,C_EDU-MPS,0.002,0.002156,0.002247,0.002333,0.00245,0.002547,0.002624,0.002687,0.002743,0.002794
,Demand,C_EDU-RF,0,0,0,0,0,0,0,0,0,0
,Demand,C_EDU-SC,0.098,0.105648,0.110111,0.114321,0.120031,0.124812,0.128583,0.131675,0.134392,0.136895
,Demand,C_HLTH-OTH,0.057,0.061448,0.064044,0.066493,0.069814,0.072595,0.074788,0.076587,0.078167,0.079622
,Demand,C_HLTH-LT,0.018,0.019405,0.020225,0.020998,0.022046,0.022925,0.023617,0.024185,0.024684,0.025144
,Demand,C_HLTH-SH,0.249,0.268431,0.279773,0.290469,0.304976,0.317125,0.326706,0.334563,0.341465,0.347824
,Demand,C_HLTH-WH,0.15,0.161705,0.168538,0.174981,0.183721,0.191039,0.196811,0.201544,0.205702,0.209533
,Demand,C_HLTH-PH,0.043,0.046356,0.048314,0.050161,0.052667,0.054765,0.056419,0.057776,0.058968,0.060066
,Demand,C_HLTH-MPM,0.003,0.003234,0.003371,0.0035,0.003674,0.003821,0.003936,0.004031,0.004114,0.004191
,Demand,C_HLTH-MPS,0.016,0.017249,0.017977,0.018665,0.019597,0.020378,0.020993,0.021498,0.021942,0.02235
,Demand,C_HLTH-RF,0.032,0.034497,0.035955,0.037329,0.039194,0.040755,0.041986,0.042996,0.043883,0.0447
,Demand,C_HLTH-SC,0.197,0.212373,0.221346,0.229809,0.241286,0.250898,0.258478,0.264694,0.270155,0.275186
,Demand,C_OFFC-OTH,0.493,0.53117,0.566651,0.612603,0.674533,0.756047,0.843205,0.938534,1.044642,1.162745
,Demand,C_OFFC-LT,0.122,0.131446,0.140226,0.151598,0.166923,0.187095,0.208663,0.232254,0.258512,0.287738
,Demand,C_OFFC-SH,1.492,1.607515,1.714896,1.853964,2.041387,2.288077,2.55185,2.840352,3.161472,3.518895
,Demand,C_OFFC-WH,0.174,0.187472,0.199995,0.216213,0.238071,0.26684,0.297602,0.331247,0.368697,0.410381
,Demand,C_OFFC-MPM,0.064,0.068955,0.073561,0.079527,0.087566,0.098148,0.109463,0.121838,0.135613,0.150945
,Demand,C_OFFC-MPS,0.149,0.160536,0.17126,0.185148,0.203865,0.228501,0.254843,0.283654,0.315723,0.351418
,Demand,C_OFFC-SC,1.352,1.456676,1.553981,1.679999,1.849836,2.073379,2.3124,2.573831,2.864819,3.188704
,Demand,C_WSR-OTH,0.155,0.1729,0.193233,0.221192,0.25755,0.304891,0.359142,0.422203,0.496337,0.583488
,Demand,C_WSR-CK,0.255,0.266622,0.275474,0.287569,0.308822,0.340988,0.378401,0.42076,0.467862,0.520236
,Demand,C_WSR-LT,0.093,0.097239,0.100467,0.104878,0.112629,0.12436,0.138005,0.153454,0.170632,0.189733
,Demand,C_WSR-SH,0.854,0.892924,0.922569,0.963075,1.034252,1.141976,1.267272,1.409135,1.566879,1.742281
,Demand,C_WSR-WH,0.471,0.492467,0.508817,0.531157,0.570413,0.629825,0.698929,0.777169,0.864169,0.960907
,Demand,C_WSR-MPM,0.012,0.012547,0.012963,0.013533,0.014533,0.016046,0.017807,0.0198,0.022017,0.024482
,Demand,C_WSR-MPS,0.291,0.304263,0.314365,0.328167,0.352421,0.389128,0.431822,0.480162,0.533913,0.593681
,Demand,C_WSR-RF,2.234,2.335821,2.41337,2.519331,2.705526,2.987323,3.315088,3.686192,4.098838,4.557677
,Demand,C_WSR-SC,0.29,0.303218,0.313284,0.327039,0.35121,0.38779,0.430338,0.478512,0.532078,0.591641
,Demand,C_OTH-OTH,0.073,0.07749,0.081364,0.086449,0.094014,0.10459,0.116356,0.129447,0.144009,0.16021
,Demand,C_OTH-LT,0.031,0.032907,0.034552,0.036711,0.039924,0.044415,0.049412,0.05497,0.061155,0.068035
,Demand,C_OTH-SH,0.385,0.408678,0.429111,0.455931,0.495825,0.551605,0.613661,0.682697,0.759501,0.844945
,Demand,C_OTH-WH,0.025,0.026538,0.027864,0.029606,0.032196,0.035819,0.039848,0.044331,0.049318,0.054867
,Demand,C_OTH-MPM,0.035,0.037153,0.03901,0.041448,0.045075,0.050146,0.055787,0.062063,0.069046,0.076813
,Demand,C_OTH-MPS,0.075,0.079613,0.083593,0.088818,0.096589,0.107456,0.119544,0.132993,0.147955,0.1646
,Demand,C_OTH-SC,0.312,0.331188,0.347747,0.369482,0.401811,0.447015,0.497304,0.553251,0.615492,0.684735


sheetname: Dem_IND
range: E5:S78
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=NI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2015 (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2015,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,ALU-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,CNST-MoTP-Mob,,0.86592,0.892158,0.919191,0.947044,1.019863,1.09828,1.200121,1.311404,1.433007,1.565885
,Demand,CNST-MoTP-Stat,,0.528,0.544,0.5604,0.5774,0.6218,0.6696,0.7317,0.7996,0.8737,0.9547
,Demand,DARY-PH-MVR_DRY,,6.6014,6.5761100366,6.5198661086,6.4723888398,6.4032193706,6.313050848,6.2241563956,6.1365096078,6.0500972818,5.9648996134
,Demand,DARY-PH-MVR_PRE,,1.7651,1.7583379019,1.7432992499,1.7306046507,1.7121099329,1.688000432,1.6642315954,1.6407963627,1.6176912037,1.5949108231
,Demand,DARY-PH-TVR_EVP,,1.4678,1.4621768582,1.4496712022,1.4391147846,1.4237351762,1.403686496,1.3839211012,1.3644331206,1.3452196186,1.3262761918
,Demand,DARY-PH-TVR_DRY,,1.4276,1.4221308644,1.4099677124,1.3997004132,1.3847420204,1.365242432,1.3460183704,1.3270641252,1.3083768412,1.2899522356
,Demand,DARY-PH-MVR_TVR,,0.6946,0.6919389874,0.6860209954,0.6810254322,0.6737474134,0.664259872,0.6549063884,0.6456841842,0.6365918702,0.6276273626
,Demand,DARY-PH-MVR_Fan,,36.4393,36.2997010417,35.9892382057,35.7271667601,35.3453557747,34.847631376,34.3569397622,33.8731351761,33.3961447391,32.9258591333
,Demand,DARY-Pump,,0.5599,0.5577550231,0.5529846751,0.5489578743,0.5430912421,0.535443568,0.5279039546,0.5204701623,0.5131410713,0.5059150019
,Demand,DARY-RFGR,,0.6679,0.6653412751,0.6596507671,0.6548472303,0.6478489741,0.638726128,0.6297321866,0.6208644783,0.6121216673,0.6035017499
,Demand,DARY-PH-STM_HW,,0.4671,0.4653105399,0.4613308479,0.4579714647,0.4530771909,0.446697072,0.4404071034,0.4342054167,0.4280910777,0.4220626851
,Demand,DARY-MoTP-Stat,,0.1185,0.1180460265,0.1170364065,0.1161841545,0.1149425115,0.11332392,0.111728199,0.1101548745,0.1086037095,0.1070743485
,Demand,DARY-AIR,,0.1588,0.1581916372,0.1568386612,0.1556965716,0.1540326652,0.151863616,0.1497252152,0.1476168276,0.1455381356,0.1434886628
,Demand,FOOD-PH-STM_HW,,7.5357,7.9969451256,8.48642214284772,9.00585906936715,9.6983252018727,10.4440354880979,11.4124795668028,12.4707245595937,13.6270974358312,14.8906972997635
,Demand,FOOD-PH-OVN,,1.3387,1.4206391496,1.50759363066872,1.59987042161469,1.72288545825165,1.85535919794003,2.02740109028742,2.2153959111865,2.42082292784309,2.6452985754732
,Demand,FOOD-Pump,,0.691,0.733294728,0.778178231711424,0.825808964918017,0.889305932361166,0.957685221316623,1.04648849883365,1.143526237865,1.24956199532351,1.36543013046387
,Demand,FOOD-MoTP-Stat,,0.4379,0.4647029832,0.493146523395706,0.52333103579971,0.563570286224247,0.606903557763458,0.66317990396419,0.724674586919078,0.791871487340323,0.865299354746929
,Demand,FOOD-RFGR,,0.3537,0.3753492696,0.398323647693677,0.422704241521711,0.455206234842467,0.490207326743401,0.535662781530336,0.585333184273299,0.639609374451409,0.698918432916165
,Demand,FOOD-PH-DirH,,0.064,0.067917312,0.072074394832896,0.0764859243918279,0.0823669749220183,0.0887002231031316,0.0969251286908156,0.105912705098929,0.115733672504637,0.126465308754975
,Demand,IIS-FDSTCK,,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
,Demand,IIS-PH-FURN,,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187
,Demand,IIS-MoTP-Stat,,0.6058,0.6058,0.6058,0.6058,0.6058,0.6058,0.6058,0.6058,0.6058,0.6058
,Demand,MEAT-PH-STM_HW,,1.9489,1.9163787057,1.9544251315,1.8933621967,1.834207235,1.751885699,1.6496327627,1.5533493071,1.4626845302,1.3773129657
,Demand,MEAT-PH-DirH,,0.0324,0.0318593412,0.032491854,0.0314766972,0.03049326,0.029124684,0.0274247532,0.0258240636,0.0243167832,0.0228975012
,Demand,MEAT-RFGR,,1.1699,1.1503778787,1.1732166665,1.1365613597,1.101051385,1.051634809,0.9902536657,0.9324559261,0.8780310082,0.8267835387
,Demand,MEAT-MoTP-Stat,,0.4959,0.4876249167,0.4973058765,0.4817683377,0.466716285,0.445769469,0.4197510837,0.3952516401,0.3721818762,0.3504589767
,Demand,METAL-PH-FURN,,1.6345,1.5751,1.5178,1.4626,1.575,1.6961,1.8534,2.0253,2.2131,2.4183
,Demand,METAL-MoTP-Stat,,0.8343,0.804,0.7747,0.7466,0.804,0.8658,0.9461,1.0338,1.1296,1.2344
,Demand,METAL-RFGR,,0.2174,0.2095,0.2019,0.1946,0.2095,0.2256,0.2466,0.2694,0.2944,0.3217
,Demand,METAL-PH-DirH,,0.0322,0.031,0.0299,0.0288,0.031,0.0334,0.0365,0.0399,0.0436,0.0477
,Demand,MTHOL-FDSTCK,,41.0689,41.0689,41.0689,41.0689,0,0,0,0,0,0
,Demand,MTHOL-PH_REFRM,,16.4618,16.4618,16.4618,16.4618,0,0,0,0,0,0
,Demand,MNRL-PH-FURN,,3.9838,4.1045,4.2289,4.357,4.692,5.0528,5.5213,6.0333,6.5928,7.2041
,Demand,MNRL-MoTP-Stat,,0.5158,0.5314,0.5475,0.5641,0.6075,0.6542,0.7148,0.7811,0.8535,0.9327
,Demand,MNRL-PH-STM_HW,,0.4316,0.4446,0.4581,0.472,0.5083,0.5474,0.5981,0.6536,0.7142,0.7804
,Demand,MNNG-MoTP-Mob,,0.6409,0.6603,0.6803,0.701,0.7549,0.8129,0.8883,0.9706,1.0607,1.159
,Demand,MNNG-MoTP-Stat,,1.081,1.1137,1.1475,1.1823,1.2732,1.371,1.4982,1.6371,1.7889,1.9548
,Demand,MNNG-PH-STM_HW,,0.1644,0.1694,0.1745,0.1798,0.1936,0.2085,0.2278,0.249,0.272,0.2973
,Demand,OTH-ELC,,4.0838,4.2075,4.335,4.4664,4.8098,5.1796,5.6599,6.1848,6.7582,7.3849
,Demand,OTH-DSL,,4.0376,4.0376,4.0376,4.0376,4.0376,4.0376,4.0376,4.0376,4.0376,4.0376
,Demand,OTH-LPG,,2.6538,2.6538,2.6538,2.6538,2.6538,2.6538,2.6538,2.6538,2.6538,2.6538
,Demand,OTH-COA,,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026
,Demand,OTH-NGA,,1.0554,1.0554,1.0554,1.0554,1.0554,1.0554,1.0554,1.0554,1.0554,1.0554
,Demand,OTH-PET,,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501
,Demand,OTH-BGS,,0.0397,0.0409,0.0421,0.0434,0.0468,0.0504,0.055,0.0601,0.0657,0.0718
,Demand,OTH-FOL,,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083
,Demand,CHMCL-PH-STM_HW,,1.2526,0.899560042923873,0.646040718764466,0.463972781214493,0.463972781214493,0.463972781214493,0.463972781214493,0.463972781214493,0.463972781214493,0.463972781214493
,Demand,CHMCL-MoTP-Stat,,1.1517,0.8271,0.594,0.4266,0.4266,0.4266,0.4266,0.4266,0.4266,0.4266
,Demand,CHMCL-PH-REFRM,,1.5107,1.085,0.7792,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596
,Demand,CHMCL-PH-DirH,,0.5087,0.3653,0.2624,0.1884,0.1884,0.1884,0.1884,0.1884,0.1884,0.1884
,Demand,CHMCL-PH-FURN,,0.3352,0.2407,0.1729,0.1241,0.1241,0.1241,0.1241,0.1241,0.1241,0.1241
,Demand,REFI-PH-FURN,,2.3136,2.3136,0,0,0,0,0,0,0,0
,Demand,REFI-MoTP-Stat,,0.626,0.626,0,0,0,0,0,0,0,0
,Demand,REFI-PH-STM_HW,,0.4176,0.4176,0,0,0,0,0,0,0,0
,Demand,UREA-FDSTCK,,3.9926,3.9926,3.9926,0,0,0,0,0,0,0
,Demand,UREA-REFRM,,3.5,3.5,3.5,0,0,0,0,0,0,0
,Demand,WOOD-PH-STM_HW,,10.89585,11.8097300366157,12.8002971359268,13.8739160136632,14.9407044647627,16.0894580355044,17.5814405447474,19.2116615749019,20.993083412881,22.9397550043811
,Demand,WOOD-Fan,,72.08638,78.1326623920772,84.6860386346443,91.7891458826947,98.8468847700938,106.447223181536,116.317800429313,127.103559172969,138.88954612202,151.768318801541
,Demand,WOOD-MoTP-Stat,,0.74964,0.81253358971764,0.880661989677158,0.954556267584253,1.02791947778565,1.10697269911952,1.2096204999494,1.32175165266673,1.44435242586783,1.57825735451877
,Demand,WOOD-Refin,,0.369699,0.400728528216704,0.434337528216704,0.470753600451467,0.506942072234763,0.545937616252822,0.596540783295711,0.651847693002257,0.712313546275395,0.778317677200903
,Demand,WOOD-Pump,,0.23496,0.254609544720697,0.276004029706167,0.299143454956409,0.322131146270584,0.346939644817565,0.379107239263804,0.414233645463352,0.452622331288344,0.494576764610914
,Demand,WOOD-PH-FURN,,0.2194,0.2378,0.2577,0.2793,0.3008,0.3239,0.354,0.3868,0.4227,0.4618
,Demand,WOOD-AIR,,0.187088,0.202792467153285,0.219786673154907,0.238222351987024,0.256582163828062,0.276307581508516,0.301874757502028,0.329869677210057,0.360519941605839,0.393901417680454
,Demand,PLPPPR-PH-STM_HW,,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243
,Demand,PLPPPR-Refin,,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727
,Demand,PLPPPR-PH-FURN,,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775
,Demand,PLPPPR-Pump,,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236
,Demand,PLPPPR-MoTP-Stat,,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504
,Demand,PLPPPR-Fan,,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816
,Demand,PLPPPR-PH-DirH,,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
,Demand,PLPPPR-AIR,,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068


sheetname: Dem_IND
range: Y5:AM78
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=SI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2015 (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2015,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,ALU-PH-FURN,,14.6282,14.6282,14.6282,14.6282,14.6282,14.6282,14.6282,14.6282,14.6282,14.6282
,Demand,CNST-MoTP-Mob,,0.346388,0.356884,0.367698,0.37884,0.407969,0.439338,0.480077,0.524593,0.573237,0.626391
,Demand,CNST-MoTP-Stat,,0.1547,0.1594,0.1642,0.1692,0.1822,0.1962,0.2144,0.2343,0.256,0.2798
,Demand,DARY-PH-MVR_DRY,,2.7476,2.7370739444,2.7136643924,2.6939036532,2.6651143004,2.627584832,2.5905856504,2.5541057652,2.5181396812,2.4826791556
,Demand,DARY-PH-MVR_PRE,,0.7347,0.7318853643,0.7256257203,0.7203417579,0.7126435713,0.702608304,0.6927148338,0.6829602219,0.6733429989,0.6638609607
,Demand,DARY-PH-TVR_EVP,,0.6109,0.6085596421,0.6033547741,0.5989611813,0.5925601711,0.584215888,0.5759895086,0.5678785893,0.5598819083,0.5519976329
,Demand,DARY-PH-TVR_DRY,,0.5942,0.5919236198,0.5868610358,0.5825875494,0.5763615218,0.568245344,0.5602438468,0.5523546534,0.5445765754,0.5369078302
